FIPS,State,County,% Adults with Diabetes,% Completed High School,School Funding Adequacy,% Non-Hispanic White,% Voter Turnout,Food Environment Index,Median Household Income,% Excessive Drinking,% Households with Broadband Access,% with Annual Mammogram,% Census Participation,% Vaccinated,% Homeowners,% With Access to Exercise Opportunities,% Severe Housing Problems,Average Daily PM2.5,% Unemployed,% Uninsured,Income Ratio,% Black,% Adults Reporting Currently Smoking,% Frequent Mental Distress,% Adults with Obesity,% Children in Single-Parent Households,% Insufficient Sleep,% Food Insecure,% Children in Poverty,% Frequent Physical Distress,% Physically Inactive
1001,Alabama,Autauga,10.7,90.402607744,-3606.782,72.051071805,66.18207817,6.7,70148.0,15.237821506,89.066702528,40.0,68.8,37.0,75.452752376,54.491964969,15.375695733,10.0,2.2695882638,10.018560444,4.6376753942,21.011061095,16.9,18.0,38.9,22.702506357,37.5,13.3,15.7,11.7,29.1
1003,Alabama,Baldwin,9.8,91.599310271,-537.1533,82.978473025,65.290948597,7.5,71704.0,16.422563558,88.920948878,44.0,56.4,42.0,77.870531486,63.129349735,12.427866024,7.6,2.3500471565,10.997066659,4.4824492469,8.224886887,15.0,17.3,37.2,19.051287249,35.1,11.8,16.1,11.0,27.6
1005,Alabama,Barbour,15.6,76.492220651,-23626.58,45.272403465,54.021571649,6.0,41151.0,12.277197935,68.223158829,42.0,54.5,35.0,64.973380657,54.854696111,15.075107296,9.4,4.0650406504,12.677634294,5.5767967895,47.195013357,25.0,20.5,43.4,50.66045066,43.9,17.8,37.7,15.8,40.2
1007,Alabama,Bibb,12.4,78.863422292,-6970.646,73.996818905,54.563548479,7.6,54309.0,14.785821004,79.711751663,36.0,56.0,28.0,75.734478936,43.390301888,12.258953168,9.8,2.5097410039,11.379928315,5.66923661,20.736196319,22.0,19.4,39.6,30.713370355,40.0,14.9,25.5,14.0,36.0
1009,Alabama,Blount,10.5,81.75515104,-2788.999,85.99274096,64.187994416,7.7,60553.0,14.946114821,82.724498289,35.0,66.7,36.0,79.274946823,41.355227111,10.657863711,9.6,2.2251511862,12.819977886,4.6119463633,1.7273827127,19.6,18.8,37.7,22.969477496,37.3,13.7,15.8,12.8,30.4
1011,Alabama,Bullock,18.7,73.378982672,-38452.98,21.75063713,59.065300896,4.2,35798.0,11.528829497,61.014492754,51.0,48.8,28.0,64.666666667,42.34817032,9.6209912536,9.3,2.8107158542,12.214645716,7.1458197788,67.339737306,25.7,20.5,48.9,63.046479521,46.0,15.6,39.0,16.6,43.6
1013,Alabama,Butler,14.0,87.592341324,-15080.51,50.766756032,62.917771883,7.2,41852.0,12.821131413,78.51633712,39.0,55.8,29.0,70.775487309,42.722166815,11.503759398,9.1,3.4189004998,11.90345207,4.8787334497,44.18766756,21.1,19.9,42.0,39.277279169,40.9,13.8,33.0,14.1,36.5
1015,Alabama,Calhoun,12.0,85.071771547,-10277.2302,70.200711645,57.856332274,5.9,52772.0,13.539905755,83.341910366,33.0,63.6,34.0,70.914908375,66.693862128,10.567646399,9.7,3.0320762896,13.217085581,4.8759708167,22.026462155,20.8,19.1,38.9,32.719158171,38.1,15.6,26.2,13.5,34.1
1017,Alabama,Chambers,13.4,83.457459726,-26351.235,54.450246421,58.525751484,7.2,45563.0,12.8128424,78.163280834,30.0,58.3,41.0,72.175302442,63.752444496,16.126656848,9.8,2.5732755915,12.62688232,4.7377073171,39.274818118,20.3,19.5,43.9,25.327206906,43.4,13.3,30.6,13.7,35.0
1019,Alabama,Cherokee,11.1,81.925174108,-1664.026,91.036281717,59.511369134,7.2,52613.0,14.357290225,77.823347004,35.0,45.7,43.0,79.743923177,38.208321653,7.4296262114,9.5,2.3426812585,12.984078609,4.5207715832,3.9878270492,22.2,20.1,37.8,29.291640077,38.2,14.7,22.7,13.8,32.8
1021,Alabama,Chilton,11.5,82.162109184,-3359.531,79.672652777,59.506933744,7.1,61823.0,15.13195132,81.117476818,33.0,60.6,37.0,75.01033607,31.303594437,12.718786464,9.9,2.269811507,14.503220243,4.0861086682,9.7245227094,21.7,19.7,42.3,19.481855593,40.8,15.4,22.1,13.6,34.1
1023,Alabama,Choctaw,14.4,82.390631905,-22098.77,56.499718627,73.284241532,6.2,44458.0,11.89185504,69.338179036,44.0,51.2,34.0,81.981637337,25.163837347,9.5684803002,9.3,3.8389948813,12.740693196,6.1801990885,40.774981912,22.3,20.5,44.7,38.598574822,43.1,15.7,31.2,14.6,37.1
1025,Alabama,Clarke,14.3,81.392444583,-14395.92,51.485676216,70.297029703,5.5,44906.0,12.290342655,70.786516854,34.0,52.0,26.0,72.252076209,53.012517867,12.171581769,9.5,5.0038991422,12.27324263,5.7454198044,44.867865867,21.5,19.7,43.4,41.403785489,40.9,16.3,33.0,14.4,38.3
1027,Alabama,Clay,11.9,83.338306973,-6581.203,80.349344978,66.411116435,7.4,49599.0,13.697881083,74.676390155,37.0,55.3,39.0,78.340929809,64.393087946,7.8564500485,7.6,2.2675367047,13.245392121,5.543084078,13.558247641,21.2,20.0,41.6,20.309278351,38.7,15.0,25.2,14.0,35.1
1029,Alabama,Cleburne,11.0,82.549388523,-223.2246,92.27160172,63.145478375,7.3,49248.0,14.56899165,73.858705086,30.0,56.7,36.0,78.042006596,42.4282678,8.9974293059,9.4,2.4100309396,12.254861398,4.3575475427,2.8671966636,20.7,19.9,36.1,23.244341265,36.9,15.5,21.7,13.6,32.2
1031,Alabama,Coffee,11.3,86.62052741,-6093.076567,68.641547304,57.210735842,6.8,62429.0,14.61507817,84.864705593,41.0,58.7,34.0,69.464224328,53.857663892,11.929824561,9.1,2.5373894522,12.498876808,5.0397424786,16.372593741,18.5,18.8,39.5,32.145120406,39.9,14.6,22.6,12.7,30.6
1033,Alabama,Colbert,10.9,86.381780335,-5102.991225,77.459376562,64.828548181,6.8,54593.0,14.671505708,75.891859366,34.0,66.2,43.0,71.004899854,68.862599822,10.919935765,8.1,3.0282694405,10.728171334,4.7146942367,15.503248152,19.3,19.1,39.3,32.801270266,37.2,14.9,26.8,12.6,31.3
1035,Alabama,Conecuh,14.8,89.429730375,-20956.34,49.437801178,66.608066184,6.8,36106.0,11.853076355,66.674152257,29.0,47.4,39.0,74.691219403,37.406225748,8.0697928026,9.2,3.5360678925,11.498754005,5.0479944354,44.458325897,22.5,20.0,45.3,52.660472973,43.3,12.7,43.9,14.6,37.8
1037,Alabama,Coosa,12.0,83.488632128,-14096.71,66.545347236,61.70045045,7.4,49485.0,13.354322935,78.469617404,33.0,37.6,36.0,81.245311328,4.0531433523,9.2154420922,9.6,2.5342004934,11.412829595,3.9541714725,28.329726539,19.9,19.0,39.0,34.981905911,41.5,12.7,31.2,13.0,33.3
1039,Alabama,Covington,11.8,85.756418497,-8223.349,82.365299718,60.342738446,6.9,46958.0,13.468516618,77.730026772,42.0,57.2,34.0,74.975341694,58.219323929,12.504168056,9.1,2.6333157339,13.195111904,5.7847754349,12.499335142,21.8,19.8,40.2,33.51982486,37.5,15.9,25.0,13.7,31.7
1041,Alabama,Crenshaw,12.2,82.072584171,-8255.205,69.520153551,62.51299008,6.6,49161.0,13.703301762,65.199421368,40.0,54.1,31.0,74.581525108,14.824920418,9.9800399202,9.1,2.6267358206,13.64723897,5.9709578498,23.001919386,20.9,19.5,38.2,27.185430464,40.7,13.3,28.3,13.6,35.8
1043,Alabama,Cullman,10.3,84.61313394,204.133,91.394694755,65.782772713,7.5,61774.0,15.76778918,84.519599394,47.0,64.5,47.0,76.198401141,48.653631666,10.887033244,9.4,2.0642143529,12.143577836,4.4246963886,1.2551701318,18.9,18.8,37.7,19.599857456,35.8,14.4,18.3,12.7,30.0
1045,Alabama,Dale,12.3,85.662124855,-7530.919667,66.881963507,52.931080719,6.5,50567.0,15.170199827,82.716494845,42.0,58.0,37.0,60.149484536,44.469448161,12.213347075,9.1,2.6220786624,11.461577097,5.001845108,20.902632004,20.3,19.4,38.9,29.531085353,37.5,16.1,30.3,13.2,34.5
1047,Alabama,Dallas,16.3,85.310190887,-30630.09,26.722332526,62.1897302,6.5,35258.0,11.202094125,75.923540975,40.0,51.8,35.0,61.411238392,56.466122407,16.709928618,9.5,5.0476398284,10.756435917,5.4872534873,70.370168901,22.1,20.4,44.6,57.893564908,44.6,16.1,46.8,15.0,38.1
1049,Alabama,DeKalb,12.5,77.726568151,-4147.9035,78.79107753,58.853247795,,50037.0,14.180081302,82.857142857,29.0,52.5,37.0,73.857532114,42.588816892,10.677033947,7.5,2.343800167,19.529818848,4.8145645267,1.468096336,22.2,20.7,41.0,21.044036162,37.0,16.1,23.7,15.1,35.0
1051,Alabama,Elmore,10.6,88.546342103,-7384.6785,72.186058975,65.747936864,7.9,71463.0,15.399456709,88.121426796,43.0,65.2,34.0,77.094208302,51.450947407,11.008558483,10.0,2.1943819637,11.752377422,3.9245357089,21.825977245,16.8,17.8,38.8,25.005247691,37.8,11.6,15.0,11.6,30.1
1053,Alabama,Escambia,14.3,82.266996583,-9384.266,60.492008946,55.922671353,6.6,47792.0,13.00732396,71.333128552,28.0,58.0,31.0,67.147903548,38.645700139,11.562258314,9.3,3.1058955801,13.506483992,5.1267690819,30.428735068,24.4,20.9,45.8,39.397575903,42.6,17.1,26.4,15.5,39.0
1055,Alabama,Etowah,11.4,86.118407481,-9222.356667,77.104997672,60.338811631,6.3,55487.0,14.060235831,83.539996391,29.0,65.8,35.0,73.352066201,53.89806257,10.56365278,8.4,3.0274481845,13.138784457,4.7287207339,15.114271302,19.4,19.9,39.3,33.121942381,39.8,15.0,25.3,13.2,32.4
1057,Alabama,Fayette,12.2,83.741687084,-3383.665,84.297059188,67.953488372,7.1,49205.0,13.634005898,73.286667752,39.0,58.4,40.0,75.842422269,35.849519025,9.4783247612,9.0,2.7309968138,12.097996968,5.6275013974,11.055962278,22.7,20.6,37.7,27.910360885,41.0,17.3,27.5,14.5,35.0
1059,Alabama,Franklin,12.6,80.099292773,-4702.0775,74.583489916,57.289911182,7.2,49611.0,14.061863842,62.185247798,31.0,59.3,37.0,73.23605303,57.023635288,10.93962778,8.2,2.3480947477,14.84631961,4.6492194674,3.8362770888,21.8,19.9,39.1,30.078322385,37.5,14.6,24.3,14.7,36.3
1061,Alabama,Geneva,12.6,83.400063218,-5664.6145,82.477691073,61.480029405,6.4,51585.0,13.452126366,74.131459917,37.0,56.7,37.0,75.73861996,35.083836603,12.346263009,9.0,2.3963788054,13.747386428,4.6932177808,8.9235709219,22.2,20.7,41.6,19.574905725,39.3,19.0,25.4,14.7,36.3
1063,Alabama,Greene,20.3,81.886584694,-46688.4,17.111290757,74.145962733,4.0,35449.0,9.4438468626,56.02367688,35.0,42.0,25.0,73.537604457,4.2690815006,13.20754717,9.3,4.3795620438,11.249548573,5.4263142566,79.008353544,26.7,22.0,52.0,65.978773585,48.4,21.2,46.5,17.8,45.7
1065,Alabama,Hale,15.7,80.571142285,-14408.21,40.020554985,69.787985866,6.6,44702.0,11.580984153,70.60892097,34.0,50.8,31.0,77.493984823,50.713561042,15.482695811,9.4,3.8919644355,12.44288225,6.5380993771,56.909900651,22.9,20.5,46.1,49.128919861,44.8,16.4,32.5,15.1,39.5
1067,Alabama,Henry,11.8,81.530132951,-5646.676,70.342679128,68.772189349,7.3,56702.0,13.406557195,79.015854023,42.0,50.7,36.0,81.573437033,18.523270734,9.6872616323,9.1,2.708067489,12.049192697,5.8504619537,24.038516001,19.5,19.1,38.3,30.815279361,39.3,12.7,22.6,13.1,32.6
1069,Alabama,Houston,11.7,87.615044666,-8717.0535,65.051490114,57.842781084,7.3,56842.0,13.888351364,82.59393881,44.0,62.3,42.0,65.464699227,75.820413798,12.781198944,8.1,2.5916666667,12.436317957,5.1890754421,27.296699636,19.6,18.9,39.6,33.135099664,40.4,14.7,26.6,12.8,33.3
1071,Alabama,Jackson,11.6,82.034740766,-1940.8055,88.585959804,58.439856595,6.8,51965.0,14.000619611,83.20270924,46.0,60.7,39.0,76.115142719,37.577740162,10.410017186,8.6,2.5145568255,13.829074553,4.7006221209,3.306800779,21.6,20.1,37.7,27.04797048,40.2,16.6,20.9,14.0,33.2
1073,Alabama,Jefferson,12.6,91.063392447,-16854.82033,48.788038635,66.012580655,6.9,61996.0,14.720402313,86.963588343,45.0,64.1,44.0,64.093245145,79.741848853,15.750568613,10.7,2.5818924186,10.341124009,5.4576141313,43.358896558,16.4,17.7,39.3,35.902917091,38.0,12.7,21.4,11.7,29.5
1075,Alabama,Lamar,11.5,82.069941379,-3915.783,85.560014593,67.036346692,7.2,51523.0,13.811544584,70.336687307,43.0,55.7,38.0,74.651702786,8.839106785,11.367673179,8.9,2.7078965758,11.918274688,5.2927909157,10.091207588,21.7,20.1,38.7,18.208856576,39.6,16.8,22.5,13.8,34.6
1077,Alabama,Lauderdale,10.8,88.787869401,-2980.85849,83.599991656,60.44441415,7.3,59023.0,15.331184772,80.385490494,38.0,67.1,47.0,67.513141721,54.541276559,12.449694924,8.0,2.635196533,12.714550319,4.8411283063,9.98143474,18.5,18.5,38.0,26.108238918,40.3,13.7,18.8,12.2,30.6
1079,Alabama,Lawrence,11.8,82.6646222,-2966.779,76.368398868,62.572209212,7.1,55516.0,14.397937297,69.841764752,38.0,63.5,36.0,79.437212565,56.493211986,9.0836653386,8.5,2.4089027618,14.93835026,4.4335670103,10.056000482,21.8,19.9,41.3,19.994422755,38.7,15.0,22.4,13.9,33.2
1081,Alabama,Lee,11.3,91.712113855,-5115.897,67.061452761,57.748231966,6.9,59637.0,16.24214282,86.023386429,37.0,61.9,41.0,65.24414572,61.499876608,17.783632472,10.1,2.354466061,11.730116187,6.5522357091,22.72352619,15.9,17.2,38.9,25.04728748,36.3,13.4,13.0,12.0,30.0
1083,Alabama,Limestone,10.5,87.326700152,-3144.2535,74.448151488,66.954511457,7.7,83159.0,15.129531042,87.768329358,42.0,59.2,44.0,77.693663798,49.15419523,9.9312452254,8.6,2.0957898004,11.329550752,4.4445263437,14.012623986,16.8,17.6,36.6,17.947155356,38.8,11.9,13.8,11.4,29.3
1085,Alabama,Lowndes,17.3,83.326226013,-38643.01,24.393985885,89.171559035,5.3,42268.0,10.652109429,61.509622594,44.0,50.4,31.0,77.480629843,0.9116477548,18.861209964,9.4,5.1911009698,10.844479413,6.4877384196,72.302342232,23.3,20.4,47.4,53.375055878,46.3,16.2,46.1,15.4,41.6
1087,Alabama,Macon,16.5,82.718855219,-31816.49,16.612659322,57.369286419,5.8,36601.0,11.589439137,71.083999439,36.0,50.1,30.0,62.950497826,35.321523653,13.768115942,9.7,3.803103536,11.717345423,5.5258989589,78.764311946,20.1,19.5,47.9,53.995542821,46.0,12.9,46.5,14.0,37.6
1089,Alabama,Madison,10.2,92.224612334,-2102.7935,63.614287661,69.896644536,7.5,80426.0,13.952685434,90.110861132,49.0,74.1,42.0,68.023864284,78.071276017,11.307129196,7.4,2.1291867229,9.3297853621,4.9783113622,24.714234386,13.8,16.4,41.9,25.810810811,38.7,11.2,13.9,10.1,25.1
1091,Alabama,Marengo,14.9,89.105178118,-23708.95667,43.926380368,74.631975351,6.2,45587.0,11.711050115,77.137823553,39.0,47.5,31.0,68.274833988,47.570253066,11.2,9.4,3.4161082644,11.166995174,6.2871724855,51.069618565,20.8,19.5,47.2,49.218390805,43.6,15.4,34.1,14.2,36.6
1093,Alabama,Marion,11.4,80.620639885,-1688.6665,91.07559336,59.080017116,7.0,47742.0,14.553485781,75.458340897,38.0,57.1,35.0,72.889816664,31.273644388,11.03565365,8.6,2.4913093859,13.419303728,4.8015848191,3.9717382357,22.0,20.3,39.2,17.519908987,37.2,17.7,23.0,14.1,33.3
1095,Alabama,Marshall,11.3,84.36648973,-2554.72498,78.36416121,59.071949948,6.7,53388.0,14.977974724,87.289173393,35.0,65.6,44.0,75.377122182,52.952505839,10.437135127,9.1,2.052173148,14.603877705,4.7454476956,2.6633676312,19.6,19.5,34.6,26.532512754,37.9,14.6,21.8,13.4,34.0
1097,Alabama,Mobile,13.5,88.133691597,-10343.87,55.656265875,58.7459508,6.9,54315.0,15.173187746,81.285674008,38.0,60.5,38.0,63.490492153,58.514641678,14.80118054,8.3,3.2442073298,13.423832887,5.2252940907,36.404471441,18.9,19.5,40.6,35.584567136,40.5,14.0,27.2,13.4,34.9
1099,Alabama,Monroe,14.7,83.694462683,-13027.7,53.365285508,65.088468578,6.3,47498.0,12.513112352,60.578240614,34.0,48.3,33.0,72.417100576,42.565243779,12.732919255,9.3,4.095890411,12.389907953,5.3788335402,41.151309008,23.3,20.9,44.2,39.35052531,40.8,16.0,31.9,15.0,38.1
1101,Alabama,Montgomery,14.5,87.967670791,-22227.36,30.340915617,59.201600382,6.7,56862.0,14.513411324,86.812451934,47.0,60.4,34.0,57.23186322,76.462957625,16.958998995,9.0,3.0760475075,12.200148659,5.347850337,60.528094504,17.6,18.1,38.2,45.000934405,42.4,14.1,27.2,12.6,34.8
1103,Alabama,Morgan,11.4,85.231048378,-1647.685567,74.002302534,60.812768848,7.1,62260.0,14.454010677,81.49112574,40.0,70.1,43.0,72.748104325,71.61828214,11.457210606,7.6,2.0914172969,13.853434533,4.7634663104,13.062450186,18.9,18.9,42.7,25.58297568,38.3,13.8,17.2,12.6,32.5
1105,Alabama,Perry,19.4,79.582235604,-60228.49,27.803360299,73.558368495,3.7,33585.0,10.648528651,65.788617886,41.0,39.0,27.0,70.146341463,55.152156033,12.261146497,9.4,5.2546221213,12.504253147,3.6528523596,68.87367766,26.5,22.1,52.5,58.537946429,46.5,20.0,61.2,17.6,45.6
1107,Alabama,Pickens,14.2,84.947027663,-13956.22,53.270578168,62.57605178,7.1,45440.0,12.584048438,74.756459127,39.0,54.8,44.0,74.163490047,10.197144799,10.866752911,9.3,3.2547845333,11.971460759,5.232107908,38.963470075,22.0,19.8,44.9,46.261298274,42.0,16.7,30.3,14.6,37.1
1109,Alabama,Pike,13.5,87.898984639,-14121.495,55.467377476,53.285851781,6.8,45144.0,13.780134533,76.008669557,44.0,45.5,33.0,63.029343114,61.295404284,16.068376068,9.2,2.7365808253,12.045569423,6.3007894895,37.783970437,19.7,19.3,41.5,44.937833037,39.4,14.0,36.8,13.4,34.0
1111,Alabama,Randolph,12.0,82.016139362,-8927.821,75.884158548,61.036327795,6.4,49433.0,13.449998819,79.883148127,30.0,51.9,34.0,79.241608432,40.975099012,12.362796072,9.5,2.4556335122,12.572601936,5.6353948006,18.27483429,20.3,19.9,40.1,28.355305814,39.4,14.5,27.6,13.4,34.5
1113,Alabama,Russell,14.2,85.191130731,-9305.399,44.370250192,49.258660508,6.8,45074.0,13.901764995,74.857215924,40.0,58.6,35.0,61.166993436,54.720105436,17.535345009,9.5,2.6024970474,11.318045699,5.3036483769,45.594739988,20.2,19.5,43.8,39.587454083,43.6,15.7,30.5,13.9,34.5
1115,Alabama,St. Clair,10.4,87.286703966,-2112.2495,83.938380956,65.306392359,7.8,70361.0,14.816503004,89.301968201,41.0,68.2,37.0,81.73650925,49.219015839,10.224324737,10.0,2.1983749082,10.60483174,3.7911739865,10.706681429,18.2,18.4,39.2,20.319992171,38.6,13.0,17.2,12.0,30.3
1117,Alabama,Shelby,8.9,93.792834131,695.333,75.470525607,71.749578678,8.2,98263.0,16.842055855,92.737776929,44.0,75.6,41.0,80.942035905,74.339084583,9.5845458486,10.6,1.8319063198,7.9619857851,4.0174482272,14.304586837,12.7,15.6,33.3,16.863075747,33.8,9.5,7.8,9.2,23.7
1119,Alabama,Sumter,18.2,88.808811531,-50922.41,26.322450013,63.385390428,6.1,35152.0,11.230228535,69.862442684,44.0,43.8,28.0,69.278866194,33.252328878,11.764705882,9.4,3.5240374157,12.026600541,5.0272208206,69.349531764,23.0,20.4,47.5,59.009986974,46.9,17.0,42.7,15.4,40.5
1121,Alabama,Talladega,13.4,83.212556179,-11817.07567,62.345113006,57.271559338,6.7,55186.0,13.440416099,83.942643469,36.0,52.5,33.0,71.927439043,54.631218883,13.957151859,10.0,3.0883889775,11.462053571,5.5618206522,32.37138184,21.3,20.3,42.1,36.337138693,43.2,15.6,26.0,14.1,37.8
1123,Alabama,Tallapoosa,12.3,81.879081098,-7566.0185,69.102179271,66.155058304,7.4,55270.0,13.506261173,79.888064241,40.0,56.6,41.0,75.489718944,59.967078986,12.897310513,9.7,2.8534076053,13.096231624,5.4592079522,26.231788564,20.5,19.1,41.2,40.064446831,38.7,14.8,26.1,13.4,33.3
1125,Alabama,Tuscaloosa,12.4,90.640255285,-8818.2745,60.140214545,56.209948884,7.5,60875.0,16.49752998,86.118027448,43.0,52.1,43.0,62.296590869,67.643897884,15.492203707,7.9,2.5291979271,9.9079543893,5.498604935,32.490919841,17.4,18.3,41.6,31.671805413,40.1,12.4,20.4,12.2,32.2
1127,Alabama,Walker,11.3,82.66601886,-4386.4065,88.134723884,63.431013431,6.8,51065.0,13.877689961,80.305849988,39.0,57.0,37.0,77.481996925,40.197728873,11.949685535,9.7,2.7534418023,12.416945935,5.2218095881,6.0896190491,21.4,20.5,38.0,28.27811804,40.0,17.4,21.3,13.8,34.7
1129,Alabama,Washington,13.4,88.266666667,-8159.074,65.480756514,69.181605612,7.5,53785.0,13.137695798,71.449328006,36.0,47.0,23.0,88.412640756,10.443202495,7.5471698113,9.3,3.6405178979,11.807331628,8.8276927209,22.748313715,22.8,20.3,41.7,26.352201258,42.0,13.6,25.6,14.6,35.3
1131,Alabama,Wilcox,18.0,77.705474607,-47862.75,27.9948305,73.7875,4.5,33682.0,10.591709972,72.14305672,36.0,37.1,25.0,79.463537301,1.5943396226,12.626262626,9.3,7.792721519,11.721012212,6.0746107266,68.495874341,25.4,21.4,48.5,66.457286432,46.9,18.2,45.6,16.6,44.3
1133,Alabama,Winston,11.4,80.038828097,-4104.257,92.957272153,60.650362806,6.9,51149.0,14.017826127,77.040536087,34.0,51.2,33.0,78.237943535,75.696686491,10.4578564,8.8,2.4437737319,13.726660877,4.4765305194,1.0818774995,22.6,20.5,39.1,23.531870428,38.2,17.5,25.2,14.4,34.6
2013,Alaska,Aleutians East,12.6,81.009345794,26955.54,8.88758093,,7.4,85852.0,15.718334462,57.730812013,,11.0,,58.843159066,27.368421053,12.626262626,,1.9720624486,22.059823249,4.5405663799,10.211889347,18.6,12.9,31.3,26.139088729,33.9,9.3,14.3,11.3,28.8
2016,Alaska,Aleutians West,10.9,89.536389536,11035.23,23.057399453,,7.9,112218.0,19.573867269,77.605779154,,17.1,,27.657378741,81.364678899,19.157088123,,3.0747126437,20.213976781,2.5329335863,8.1413510348,15.5,12.2,30.3,10.452961672,33.4,10.0,7.9,9.6,25.1
2020,Alaska,Anchorage,7.8,94.179388321,2907.9805,55.092374933,,8.5,99162.0,19.954256865,93.569735098,37.0,65.9,38.0,63.804207815,92.182923773,16.355052819,8.3,3.3302057591,11.465243843,4.0250270283,5.1298124641,14.9,14.5,32.9,22.417134263,30.9,9.1,12.7,10.3,20.5
2050,Alaska,Bethel,15.9,82.73815412,-4229.031667,8.1393438133,,2.3,59011.0,18.849642034,77.152245345,6.0,15.6,2.0,58.992332968,91.771134683,57.666666667,,8.8173652695,15.969842358,5.6708508251,0.9694911541,35.4,21.4,43.1,23.44988345,37.0,20.5,27.0,19.8,35.0
2060,Alaska,Bristol Bay,8.6,94.968553459,32379.685,38.728323699,,7.7,96382.0,19.510611657,77.816901408,34.0,1.2,34.0,50.704225352,5.8056872038,15.789473684,,4.2654028436,17.205882353,3.5533553355,0.6936416185,18.7,15.4,35.6,6.1349693252,32.4,9.3,13.3,11.0,20.4
2063,Alaska,Chugach,7.3,94.54250355,,66.511492581,,,91356.0,20.440929762,88.89292196,,,,62.613430127,79.752182484,10.173160173,,2.8638913493,14.915019077,3.2069960255,1.2074483561,15.4,14.6,31.4,19.380355966,,8.4,7.8,10.1,18.8
2066,Alaska,Copper River,8.6,92.406476829,,63.962920046,,,63837.0,18.391890995,77.52293578,,,,68.80733945,52.426442491,20.187793427,,9.2526690391,16.019184652,4.9383272727,0.8111239861,19.4,16.0,34.9,33.959537572,,12.4,19.6,11.9,22.3
2068,Alaska,Denali,8.3,96.654719235,1498.964,74.195583596,,4.5,90897.0,19.957165116,82.857142857,,18.5,,86.857142857,72.019765287,26.896551724,,6.3189568706,13.513513514,5.4009948282,3.4069400631,16.9,15.0,27.6,5.8823529412,30.8,13.9,11.2,10.8,20.3
2070,Alaska,Dillingham,13.3,88.11164714,19324.095,13.995341944,,4.6,69716.0,20.765628308,75.650289017,22.0,16.5,10.0,60.765895954,46.510191476,40.20979021,,5.5855855856,17.899491813,4.2968457676,0.8257463477,29.1,19.0,40.7,33.674863388,31.9,14.0,26.8,16.0,28.0
2090,Alaska,Fairbanks North Star,8.0,94.668296659,2459.2815,68.318721423,,8.2,84166.0,22.030117606,89.45399732,35.0,51.2,34.0,59.99888343,74.602477654,19.475138122,15.5,3.6774264625,12.375646637,3.7878787879,4.7694953647,16.0,14.5,33.9,17.113654233,32.9,8.6,8.4,10.5,22.0
2100,Alaska,Haines,8.8,97.676056338,5020.291,75.778210117,,6.8,70610.0,17.633816437,81.55216285,39.0,36.0,42.0,69.720101781,95.769230769,36.612021858,,6.6162570888,11.097178683,6.2089755433,0.6809338521,19.7,16.6,32.3,2.8662420382,32.0,14.1,16.7,12.0,22.5
2105,Alaska,Hoonah-Angoon,10.0,94.01523395,10934.579,45.736773065,,5.2,64181.0,18.003801067,60.784313725,,29.0,,74.509803922,37.885835095,17.880794702,,5.5955235811,16.545454545,5.0018218623,2.0550940096,21.4,16.9,38.6,19.677419355,33.3,11.6,28.1,12.6,22.7
2110,Alaska,Juneau,7.2,95.441669935,10780.55,62.97617169,,8.8,102097.0,21.029684471,91.979718829,36.0,67.6,41.0,64.262118768,100.0,12.111801242,6.8,2.7779375395,11.263094431,3.8088852918,1.3066119615,14.5,14.4,30.9,15.751027241,28.5,8.6,8.8,9.5,16.3
2122,Alaska,Kenai Peninsula,8.0,94.227398247,9118.519,78.770802439,,7.6,76254.0,20.108492718,85.487694496,,41.5,,76.755312271,77.722410245,17.516069789,,4.5054633177,14.340166017,4.8469599571,0.7760751359,17.9,15.9,31.4,19.860547085,33.5,11.5,12.7,11.5,20.8
2130,Alaska,Ketchikan Gateway,8.4,94.741108522,12445.27,62.091550833,,8.4,82648.0,21.305793674,89.475574713,40.0,55.1,37.0,65.66091954,80.907657012,17.452830189,,3.7872089596,14.576240817,4.4331809922,0.9970162288,17.9,15.3,33.3,20.680178633,30.8,11.3,11.7,10.4,22.3
2150,Alaska,Kodiak Island,8.8,91.232337271,12975.41,47.272012579,,7.6,83222.0,19.036069461,90.101925255,34.0,43.1,37.0,56.625141563,99.221433478,19.739952719,,4.345645997,19.159137009,3.4688401548,1.1949685535,16.3,13.8,30.0,13.018506701,32.1,9.7,9.3,9.8,21.5
2158,Alaska,Kusilvak,19.6,81.416584403,,2.6938874124,,,41824.0,17.542848509,76.502145923,6.0,1.9,3.0,70.922746781,99.976099426,61.142857143,,12.910381544,14.757709251,4.7810079695,0.3986470162,42.8,24.6,48.8,28.874056878,39.8,25.9,33.3,23.3,40.8
2164,Alaska,Lake and Peninsula,12.0,90.783410138,,21.723388849,,3.5,63038.0,19.956160747,74.846625767,,,,67.17791411,27.506775068,28.767123288,,5.7993730408,21.305530372,4.4513168724,1.0861694424,25.7,18.0,39.6,28.62745098,34.6,14.3,27.0,14.4,25.8
2170,Alaska,Matanuska-Susitna,7.7,94.222981967,7721.41,77.307743216,,7.8,86313.0,19.917898798,90.771188598,35.0,38.3,26.0,76.4647493,59.713674695,19.61520413,6.6,4.611349165,14.025163162,4.2319185332,1.1744981249,19.3,16.3,35.2,16.844221815,32.5,10.2,11.3,12.0,21.7
